id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
48582,I,1.125,0.875,0.25,13.53688625,6.78970525,2.42388225,4.1106775,10
48583,M,1.5625,1.25,0.45,36.570855,16.42853525,8.60407325,9.7805775,10
48584,I,0.9,0.6625,0.2375,6.70465675,3.18931875,1.43164975,1.927766,8
48585,M,1.425,1.15,0.375,31.62386725,13.13999325,6.917278,8.6465975,11
48586,F,1.525,1.1875,0.4,34.5013415,16.96717575,7.4559185,9.922325,12
48587,I,1.175,0.9125,0.325,13.04077,6.0384435,2.59397925,3.2601925,8
48588,M,1.5125,1.225,0.3375,30.3623145,12.8423235,5.8116475,9.99319875,10
48589,I,0.8875,0.7125,0.25,7.21494775,3.118445,1.7293195,2.4097075,6
48590,F,1.55,1.275,0.4,36.7693015,15.762322,8.83086925,10.0640725,20
48591,M,1.45,1.1375,0.325,26.64853,11.3114505,7.2858215,7.5126175,11
48592,M,1.1625,0.875,0.25,13.267566,5.28718175,3.75630875,4.53592,11
48593,F,1.8125,1.375,0.575,60.6962795,35.13920525,11.5382465,19.43358225,14
48594,I,1.4625,1.1625,0.3875,25.741346,11.49572225,5.839997,7.654365,15
48595,F,1.75,1.3375,0.4875,45.40172425,20.638436,10.02154825,14.74174,11
48596,I,0.6875,0.5,0.175,2.6932025,1.0489315,0.63786375,0.8788345,6
48597,I,1.375,1.0875,0.325,22.97726975,10.70193625,4.86193925,5.9250455,8
48598,F,1.3125,1.0,0.3125,19.40523275,7.711064,4.06815325,4.819415,10
48599,F,1.55,1.225,0.375,34.529691,15.46465225,8.40562675,9.39785925,9
48600,F,1.4875,1.175,0.45,29.1716355,12.7289255,5.68407475,8.3631025,9
48601,M,1.525,1.225,0.4125,32.6869735,15.06775925,7.200773,8.3631025,10
48602,F,1.6125,1.2375,0.4375,32.998818,12.68640125,6.917278,9.7238785,14
48603,M,1.1875,0.9125,0.3125,14.2030995,6.2652395,2.891649,4.3941725,10
48604,M,1.45,1.1,0.35,24.28134675,9.3269855,4.86193925,8.6465975,10
48605,F,1.4,1.125,0.4,22.8780465,8.63242275,4.3941725,8.50485,23
48606,M,1.15,0.8625,0.2875,13.99047825,6.90310325,3.33106625,3.742134,8
48607,I,1.125,0.85,0.275,10.41844125,4.49339575,2.324659,2.9766975,7
48608,M,1.5625,1.2125,0.375,29.596878,13.25339125,7.3992195,7.654365,10
48609,M,1.5125,1.2125,0.4125,33.40988575,10.73028575,6.10931725,10.9145575,10
48610,M,1.625,1.2375,0.4125,37.5630875,17.13727275,9.298636,9.355335,9
48611,I,1.175,0.8625,0.2625,11.5949455,4.7343665,2.45223175,3.2601925,11
48612,F,1.5,1.2,0.425,36.3724085,16.25843825,8.5898985,9.42620875,11
48613,M,1.725,1.35,0.475,39.2640575,25.16018125,8.77417025,11.4815475,12
48614,I,0.9125,0.675,0.2,5.556502,2.48058125,1.020582,1.814368,6
48615,F,1.4625,1.1875,0.3625,26.2232875,10.61688775,5.42892925,7.7961125,9
48616,I,1.1375,0.8875,0.35,13.891255,5.37223025,2.9766975,4.3941725,9
48617,M,1.425,1.125,0.35,22.5378525,9.48290775,5.76912325,6.23689,8
48618,F,1.425,1.125,0.3375,22.80717275,10.61688775,4.53592,5.2446575,10
48619,I,1.25,0.925,0.2875,14.004653,6.293589,2.9199985,3.96893,8
48620,F,1.3125,1.025,0.375,17.98775775,6.8889285,3.78465825,5.953395,11
48621,M,1.2,0.9125,0.325,14.35902175,6.81805475,4.53592,3.96893,8
48622,F,1.55,1.25,0.45,43.927965,18.75319425,9.128539,12.77144975,16
48623,M,1.2125,0.9125,0.325,16.68368075,7.24329725,3.75630875,4.9611625,8
48624,M,1.5,1.1625,0.4125,35.4652245,12.2186345,8.66077225,10.489315,16
48625,F,1.1625,0.9,0.25,13.48018725,4.74854125,2.28213475,5.2446575,10
48626,M,1.7625,1.4,0.525,44.8772585,20.34076625,11.86426575,10.0640725,11
48627,I,0.7,0.525,0.1625,2.96252275,1.17650425,0.623689,0.9922325,7
48628,M,1.75,1.45,0.4875,52.7017205,19.1359125,12.076887,14.72756525,14
48629,F,1.6125,1.275,0.475,41.23434775,13.437663,7.3992195,12.757275,20
48630,F,1.5125,1.175,0.375,32.16250775,14.92601175,7.49844275,8.3631025,9
48631,I,0.9375,0.7,0.2125,7.144074,3.01922175,1.68679525,1.71514475,6
48632,M,1.5875,1.275,0.4125,38.34269875,17.08057375,7.9662095,9.922325,9
48633,I,1.3125,1.0,0.3125,18.12950525,8.15048125,3.95475525,5.5281525,8
48634,M,1.3125,0.9875,0.3125,18.46969925,7.824462,4.57844425,4.819415,8
48635,M,1.275,1.0,0.325,18.313777,7.10154975,4.0539785,5.386405,12
48636,M,1.7125,1.4625,0.4875,50.70308075,19.3060095,10.9145575,13.324265,13
48637,I,1.425,1.1375,0.4,29.97959625,10.9712565,6.4920355,8.3631025,14
48638,M,1.6125,1.25,0.4,41.8722115,19.674553,9.015141,11.056305,11
48639,I,1.1,0.85,0.3,12.417081,5.11708475,2.3530085,3.5436875,8
48640,M,1.4625,1.1375,0.4125,27.71163625,9.412034,5.8683465,8.788345,13
48641,F,1.4125,1.1125,0.4,27.82503425,9.525432,5.17378375,9.07184,20
48642,M,1.375,1.025,0.375,20.96445525,9.14271375,4.1106775,5.953395,8
48643,M,1.4375,1.05,0.3875,27.51318975,11.793392,6.33611325,10.0640725,15
48644,F,1.475,1.125,0.3375,24.84833675,12.60135275,5.42892925,6.23689,9
48645,I,1.25,0.95,0.35,17.123098,8.03708325,3.75630875,4.9611625,9
48646,M,1.05,0.85,0.25,13.664459,5.273007,2.90582375,3.175144,8
48647,F,1.6875,1.3125,0.475,44.9906565,18.540573,7.8528115,11.4815475,15
48648,F,1.7125,1.375,0.475,45.88366575,19.94387325,9.11436425,13.494362,17
48649,M,1.2,0.8875,0.3125,16.68368075,6.7755305,3.50116325,4.9611625,8
48650,I,1.25,0.9375,0.25,14.27397325,7.18659825,2.5798045,3.96893,8
48651,I,1.375,1.1125,0.375,23.0481435,8.8733935,5.17378375,6.0951425,9
48652,I,0.825,0.6,0.1875,4.6209685,2.11203775,0.94970825,1.417475,7
48653,I,0.6125,0.4375,0.1375,1.644271,0.75126175,0.226796,0.56699,5
48654,F,1.6375,1.3,0.475,41.23434775,17.0097,10.95708175,10.8578585,11
48655,M,1.7,1.3,0.5,46.45065575,23.00561925,10.4609655,13.0691195,12
48656,I,0.6875,0.55,0.1875,3.86970675,1.60174675,0.80796075,1.190679,7
48657,M,1.5125,1.1875,0.3875,29.7386255,13.7495075,6.5487345,8.3631025,11
48658,M,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.65844575,6
48659,F,1.5,1.1375,0.4125,32.6302745,12.26115875,7.04485075,8.0796075,27
48660,I,1.0625,0.8375,0.275,11.77921725,4.77689075,2.36718325,3.5436875,8
48661,I,1.025,0.7625,0.25,8.901743,3.96893,1.80019325,2.02698925,6
48662,F,1.55,1.1875,0.4125,31.62386725,10.87203325,6.3219385,9.4970825,13
48663,I,0.925,0.6875,0.225,6.39281225,2.948348,1.28990225,2.14038725,8
48664,F,1.5125,1.1875,0.35,31.68056625,14.64251675,7.2858215,7.767763,10
48665,M,1.0625,0.7625,0.3,17.7184375,8.50485,4.57844425,2.90582375,11
48666,I,1.175,0.8875,0.2875,14.118051,6.73300625,2.8066005,3.96893,12
48667,I,0.5125,0.45,0.125,1.1056305,0.5386405,0.226796,0.510291,5
48668,I,1.1875,0.9625,0.3125,14.5999925,6.7755305,2.948348,4.9611625,8
48669,I,1.125,0.85,0.25,14.69921575,7.10154975,2.608154,3.3735905,7
48670,M,1.625,1.2625,0.475,39.859397,17.0097,8.0229085,10.0640725,16
48671,I,1.125,0.8625,0.2875,13.1825175,6.860579,2.721552,3.40194,7
48672,M,1.1375,0.875,0.3125,11.3681495,4.46504625,3.005047,3.8271825,10
48673,M,1.6,1.25,0.45,37.42134,15.46465225,8.94426725,10.77281,10
48674,M,0.8125,0.6,0.225,4.5642695,2.05533875,1.45999925,1.70097,6
48675,M,1.425,1.0875,0.375,26.7902775,13.19669225,5.88252125,6.80388,9
48676,F,1.4,1.1125,0.35,26.40755925,13.11164375,4.7910655,6.93786,10
48677,M,1.3125,1.0625,0.4125,26.52095725,8.561549,5.2446575,7.7961125,18
48678,M,1.4125,1.0875,0.4,27.62658775,10.035723,6.08096775,8.221355,12
48679,I,1.1,0.8625,0.275,12.984071,5.6699,3.1467945,3.69960975,10
48680,F,1.15,0.9125,0.3375,15.6772735,6.860579,3.742134,5.2446575,13
48681,I,1.025,0.7625,0.2375,8.50485,3.21766825,1.85689225,2.4097075,7
48682,F,1.475,1.125,0.4,28.576296,10.149121,6.406987,9.63883,13
48683,F,1.4,1.1625,0.4125,31.22697425,11.453198,5.93922025,9.922325,11
48684,M,1.25,1.0,0.3125,24.097075,7.654365,4.52174525,7.7961125,12
48685,F,1.2375,0.95,0.325,19.43358225,8.3631025,4.43669675,4.5642695,9
48686,F,1.5875,1.275,0.475,40.78075575,13.70698325,9.39785925,13.324265,18
48687,F,1.7,1.375,0.4875,48.931237,23.926978,11.0846545,12.190285,11
48688,I,0.8875,0.7,0.2,6.0384435,2.551455,1.28990225,1.984465,8
48689,F,1.7625,1.4625,0.4,43.828327,16.782904,10.4609655,11.66581925,14
48690,M,1.5125,1.175,0.425,28.76056775,10.716111,5.273007,7.5126175,19
48691,M,1.6,1.3125,0.5,45.7277435,17.61921425,10.2341695,13.324265,12
48692,I,1.5,1.2,0.3875,31.75144,16.0174675,6.98815175,7.314171,9
48693,F,1.3125,1.025,0.35,22.1976585,8.561549,5.20213325,6.80388,12
48694,M,1.4625,1.15,0.425,26.43590875,10.3475675,6.08096775,8.221355,8
48695,M,1.1,0.875,0.275,12.94154675,5.839997,2.73572675,3.685435,7
48696,M,1.475,1.125,0.3625,27.62658775,10.0073735,5.8683465,7.5126175,12
48697,M,1.65,1.3125,0.45,42.921143,16.85377775,8.68912175,12.190285,10
48698,I,1.0375,0.7875,0.25,10.035723,4.60679375,1.814368,2.9766975,7
48699,F,1.6,1.3,0.475,42.354153,14.21727425,7.0023265,13.324265,17
48700,I,1.0625,0.8125,0.275,10.149121,4.3941725,2.48058125,2.83495,8
48701,I,1.3125,1.0,0.3125,18.1153305,8.88756825,3.55786225,5.5281525,7
48702,F,1.575,1.2625,0.4,37.03862175,15.762322,8.91591775,10.0640725,12
48703,M,1.6375,1.3125,0.4375,43.02036625,19.0225145,8.3064035,11.3681495,12
48704,M,1.45,1.225,0.45,32.4601775,13.60776,7.8528115,9.2135875,11
48705,I,1.1375,0.875,0.25,10.41844125,4.46504625,2.3530085,3.118445,7
48706,F,1.5,1.1875,0.4375,38.22930075,14.0330025,7.01650125,9.2135875,13
48707,F,1.4625,1.1375,0.4125,29.69610125,10.70193625,6.59125875,11.29727575,15
48708,F,1.625,1.2375,0.475,38.96638775,12.62970225,8.54737425,10.489315,16
48709,M,1.5125,1.2375,0.4125,30.40483875,13.99047825,7.27164675,8.50485,11
48710,F,1.5625,1.2,0.475,36.27318525,16.3576615,8.2497045,10.9145575,15
48711,M,1.4,1.1,0.4125,28.76056775,14.628342,6.10931725,6.0951425,7
48712,F,1.65,1.3,0.4125,38.51279575,14.911837,9.53960675,11.90679,11
48713,M,1.5,1.1875,0.4,28.76056775,13.16834275,5.3580555,9.4970825,9
48714,I,1.35,1.05,0.3875,20.638436,8.561549,4.46504625,6.6621325,10
48715,M,1.425,1.1125,0.3375,24.84833675,9.525432,5.42892925,6.23689,13
48716,I,1.275,1.0125,0.3,17.293195,7.24329725,3.685435,5.10291,8
48717,F,1.1625,0.9125,0.3,14.81261375,6.7188315,3.30271675,4.1106775,8
48718,M,1.575,1.2875,0.425,35.02580725,15.26620575,8.37727725,10.77281,10
48719,M,1.55,1.1625,0.4625,36.117263,16.4143605,8.68912175,9.07184,10
48720,M,1.375,1.075,0.375,22.26853225,10.47514025,4.57844425,6.56290925,11
48721,I,0.8125,0.575,0.2125,4.989512,1.74349425,1.09145575,1.417475,7
48722,M,0.875,0.6625,0.225,6.44951125,3.515338,1.31825175,1.70097,6
48723,M,1.4375,1.125,0.4125,27.499015,12.3320325,4.32329875,8.50485,8
48724,F,1.3,1.05,0.3375,22.11261,8.4198015,5.896696,5.8116475,8
48725,I,1.3375,1.05,0.375,20.87940675,9.42620875,4.195726,5.953395,9
48726,I,1.125,0.8375,0.3125,10.375917,4.40834725,2.33883375,3.40194,8
48727,M,1.1125,0.875,0.25,12.927372,5.159609,2.8632995,3.5436875,8
48728,M,1.3375,1.05,0.2875,21.885814,9.36950975,5.06038575,5.2446575,9
48729,F,1.225,0.9625,0.3125,16.40018575,6.90310325,3.005047,5.046211,10
48730,F,1.6375,1.3,0.5125,38.48444625,15.4504775,7.654365,11.623295,11
48731,I,0.425,0.2875,0.0625,0.963883,0.340194,0.1417475,0.24097075,4
48732,I,0.7125,0.525,0.175,3.24601775,1.190679,0.63786375,1.2757275,5
48733,I,0.7125,0.5375,0.1875,3.005047,1.17650425,0.6520385,0.9922325,5
48734,M,1.5875,1.2375,0.4125,34.8415355,13.93377925,8.97261675,9.922325,12
48735,F,1.5625,1.2,0.45,37.874932,16.0174675,8.391452,9.07184,9
48736,M,1.525,1.2125,0.4,33.55163325,12.71475075,6.13766675,9.7805775,19
48737,M,0.9,0.7375,0.25,6.8322295,2.45223175,1.5025235,2.6932025,8
48738,M,1.6125,1.25,0.4,35.62114675,17.8885345,8.29222875,9.07184,11
48739,I,1.3875,1.0875,0.3625,20.468339,8.15048125,4.66349275,6.066793,10
48740,I,0.5,0.3625,0.1125,1.13398,0.3118445,0.18427175,0.3118445,6
48741,F,1.3125,1.05,0.3625,19.8163005,8.8733935,4.23825025,5.953395,8
48742,I,1.325,1.0625,0.35,19.901349,8.43397625,3.95475525,6.23689,10
48743,I,0.9625,0.7375,0.2125,7.72523875,3.2601925,1.77184375,2.4097075,8
48744,I,1.15,0.9125,0.3125,13.56523575,5.839997,2.96252275,3.9972795,9
48745,M,1.45,1.125,0.3875,28.2644515,11.49572225,6.27941425,7.5126175,11
48746,I,1.2875,0.95,0.35,16.4710595,7.10154975,3.8271825,4.9611625,8
48747,F,1.4125,1.0875,0.375,23.11901725,9.87980075,4.9044635,7.7961125,10
48748,F,1.675,1.2875,0.45,40.44056175,18.72484475,9.62465525,10.602713,12
48749,F,1.25,1.0125,0.325,25.0326085,9.45455825,4.6209685,8.561549,12
48750,M,1.625,1.3125,0.45,44.74968575,19.220961,9.5537815,12.927372,11
48751,F,1.475,1.1875,0.425,28.2077525,12.0485375,7.10154975,8.3631025,15
48752,I,1.25,0.975,0.275,16.5844575,8.46232575,3.9405805,4.9611625,8
48753,I,1.15,0.9375,0.2875,16.85377775,5.2446575,3.35941575,5.386405,8
48754,M,1.4375,1.0625,0.475,24.720764,13.11164375,4.89028875,5.6415505,10
48755,M,1.575,1.2125,0.4375,40.993377,18.9091165,9.22776225,11.056305,11
48756,I,0.9125,0.675,0.15,5.3013565,2.16873675,1.00640725,1.2190285,6
48757,F,1.375,1.075,0.3,21.1203775,8.97261675,4.876114,5.54232725,10
48758,F,1.5,1.2375,0.4,31.808139,14.514944,6.93145275,8.9300925,9
48759,M,1.5,1.1625,0.4,28.76056775,14.628342,6.0951425,7.93786,10
48760,M,1.4375,1.1125,0.375,27.8108595,12.23280925,5.8683465,7.654365,10
48761,M,1.3,1.0,0.3,18.83824275,7.314171,4.43669675,5.216308,9
48762,M,1.475,1.125,0.3625,27.45649075,13.1825175,6.2652395,7.52679225,10
48763,M,1.35,1.1,0.4125,23.416687,11.793392,4.7910655,8.50485,9
48764,M,1.275,1.0,0.3125,16.726205,6.350288,4.53592,5.6699,11
48765,F,1.325,1.0375,0.3625,21.9708625,7.087375,5.2446575,5.953395,8
48766,F,1.5875,1.2125,0.425,35.25260325,14.968536,8.66077225,11.056305,13
48767,F,1.2625,1.025,0.3125,20.638436,8.15048125,4.12485225,6.23689,10
48768,M,1.4625,1.175,0.4125,29.5118295,14.2030995,6.973977,7.9095105,11
48769,I,0.95,0.75,0.2375,7.98038425,3.55786225,1.5592225,2.551455,7
48770,I,1.475,1.1125,0.3375,23.81358,10.90038275,4.77689075,7.6260155,10
48771,I,1.1875,0.8875,0.3125,12.984071,5.74077375,2.90582375,3.685435,7
48772,F,1.5,1.175,0.45,28.56212125,11.453198,6.13766675,8.6465975,10
48773,F,1.7,1.325,0.4,37.71900975,14.30232275,7.47009325,13.1825175,14
48774,M,1.2875,0.9875,0.3625,28.5479465,13.380964,7.07320025,7.144074,9
48775,F,1.6375,1.275,0.4125,32.44600275,15.49300175,6.3219385,8.6465975,10
48776,M,0.875,0.6625,0.25,5.25883225,2.11203775,1.17650425,1.70097,10
48777,I,1.475,1.125,0.3625,24.777463,12.303683,4.7343665,6.80388,8
48778,I,0.8,0.6125,0.225,5.443104,2.14038725,1.11980525,1.984465,6
48779,I,1.2625,0.95,0.35,17.6617385,8.66077225,4.025629,4.9611625,8
48780,M,1.4875,1.1375,0.3625,30.06464475,14.55746825,6.13766675,8.50485,11
48781,M,1.2875,0.9875,0.3375,17.78931125,7.95203475,4.01145425,5.6415505,9
48782,M,1.1,0.8375,0.2625,11.7650425,4.49339575,2.62232875,3.7137845,9
48783,F,1.55,1.2125,0.425,36.55668025,16.82542825,8.674947,8.9300925,9
48784,I,1.15,0.8625,0.3125,11.5382465,5.71242425,2.65067825,3.685435,7
48785,I,0.7375,0.5375,0.2,3.67126025,1.54504775,0.737087,0.9922325,5
48786,I,1.175,0.9375,0.3,13.08329425,5.71242425,2.99087225,4.3941725,9
48787,I,1.025,0.8,0.25,8.63242275,3.742134,1.88524175,2.26796,6
48788,I,1.3625,1.0,0.3625,21.38969775,9.99319875,5.20213325,5.71242425,9
48789,I,1.3625,1.075,0.3375,20.1564945,9.5537815,4.082328,5.8116475,8
48790,I,1.175,0.9125,0.2625,12.34620725,4.60679375,2.9766975,3.685435,8
48791,I,0.8875,0.6875,0.2125,5.8116475,2.14038725,1.51669825,1.984465,6
48792,I,1.05,0.85,0.2625,11.46737275,4.8477645,1.984465,3.81300775,9
48793,I,1.1875,0.8625,0.3,12.68640125,5.37223025,3.175144,3.5436875,9
48794,F,1.4125,1.075,0.3625,23.51591025,10.70193625,5.386405,6.23689,10
48795,M,1.3125,1.0125,0.325,20.36911575,8.60407325,5.3580555,5.8116475,13
48796,I,0.8875,0.7125,0.225,6.33611325,2.31048425,1.48834875,2.26796,6
48797,M,1.525,1.15,0.3875,31.808139,15.592225,6.180191,8.788345,10
48798,I,0.475,0.3625,0.125,1.80019325,0.52446575,0.226796,0.38271825,4
48799,F,1.525,1.2125,0.45,32.10580875,14.84096325,7.10154975,8.3631025,10
48800,M,1.225,0.975,0.3375,13.154168,4.7343665,3.5436875,5.2446575,13
48801,F,1.5625,1.2375,0.4625,35.50774875,16.03164225,7.087375,9.7805775,11
48802,M,1.575,1.175,0.4375,33.26813825,13.56523575,7.41339425,8.06543275,10
48803,I,0.7,0.5125,0.175,2.99087225,12.3320325,0.4252425,0.89300925,5
48804,F,1.5125,1.2,0.4875,35.777069,14.92601175,7.7394135,10.489315,12
48805,I,0.9,0.6625,0.225,5.85417175,2.211261,0.92135875,1.6159215,5
48806,F,1.5,1.175,0.3875,28.42037375,13.947954,5.74077375,8.9300925,10
48807,F,1.425,1.1125,0.3875,22.55202725,11.4815475,4.7343665,5.783298,9
48808,F,1.1125,0.9,0.2625,14.7133905,5.40057975,2.9199985,4.9611625,9
48809,F,1.3625,1.0625,0.325,23.88445375,11.679994,4.876114,6.6621325,9
48810,I,1.0875,0.8375,0.2375,11.2547515,4.6776675,1.88524175,4.3941725,9
48811,I,0.6875,0.4875,0.175,2.84912475,1.20485375,0.52446575,0.89300925,5
48812,I,1.2625,0.95,0.3375,15.26620575,7.49844275,2.6932025,4.6776675,10
48813,M,1.475,1.175,0.4125,29.937072,12.85649825,6.90310325,9.4970825,9
48814,I,1.0125,0.775,0.25,7.81028725,3.86970675,1.8427175,2.4097075,7
48815,I,1.075,0.8125,0.25,10.1774705,4.252425,2.45223175,2.76407625,7
48816,F,1.45,1.05,0.3875,29.9654215,13.380964,6.19436575,7.92368525,8
48817,I,1.0125,0.775,0.275,10.6877615,4.89028875,2.05533875,2.9766975,8
48818,F,1.5125,1.2625,0.5125,40.653183,18.49804875,8.731646,11.056305,13
48819,M,1.4375,1.1125,0.375,25.7696955,11.793392,4.762716,6.76135575,9
48820,M,1.5625,1.225,0.375,32.2333815,16.726205,5.726599,8.3631025,10
48821,M,1.6125,1.25,0.475,34.5013415,13.60776,9.241937,10.0640725,12
48822,I,1.4,1.1375,0.4,27.4139665,12.82814875,5.8683465,7.767763,10
48823,M,1.4375,1.125,0.375,25.51455,10.50348975,6.690482,7.04485075,9
48824,I,1.125,0.8375,0.275,12.9557215,6.4920355,2.84912475,3.40194,8
48825,F,1.625,1.3125,0.45,38.838815,19.26348525,6.90310325,10.50348975,9
48826,F,1.8,1.4375,0.775,62.652395,29.10076175,13.60776,14.514944,13
48827,M,1.3875,1.05,0.325,24.90503575,10.432616,6.56290925,6.6621325,11
48828,I,1.4375,1.1625,0.325,28.05183025,15.03940975,5.6699,6.6621325,9
48829,I,1.4,1.0375,0.3625,21.58814425,10.47514025,4.819415,5.54232725,9
48830,M,1.175,0.95,0.3125,14.5999925,6.50621025,3.231843,5.2446575,8
48831,M,1.25,0.975,0.3375,16.85377775,7.654365,4.35164825,4.43669675,10
48832,F,1.6625,1.275,0.4375,41.00755175,17.19397175,7.0023265,9.51125725,10
48833,F,1.4625,1.125,0.425,28.02348075,10.90038275,5.5281525,9.07184,15
48834,M,1.3875,1.05,0.325,20.638436,9.6671795,4.2240755,5.386405,9
48835,F,1.4375,1.125,0.325,23.09066775,11.4248485,4.86193925,6.0384435,9
48836,F,1.6625,1.325,0.4375,41.673765,21.6873675,9.14271375,11.80756675,13
48837,M,1.5375,1.175,0.4125,30.1922175,15.06775925,5.6415505,7.72523875,10
48838,I,0.525,0.375,0.1375,1.190679,0.5386405,0.35436875,0.4252425,4
48839,I,0.8875,0.6625,0.2,6.8322295,2.5231055,1.6159215,2.1262125,6
48840,M,1.4875,1.1875,0.3875,31.18445,11.69416875,7.10154975,8.00873375,13
48841,I,1.25,1.025,0.3,16.71203025,9.2135875,3.118445,4.7343665,7
48842,I,0.6375,0.4375,0.1625,2.0695135,0.8788345,0.52446575,0.7087375,5
48843,F,1.525,1.2,0.425,30.674159,12.3887315,7.767763,8.6465975,15
48844,F,1.4125,1.1,0.35,26.32251075,11.8217415,5.329706,8.50485,9
48845,F,1.65,1.3125,0.4,38.82464025,17.27902025,8.03708325,9.355335,13
48846,I,1.1,0.875,0.3,11.77921725,5.00368675,2.381358,2.6932025,7
48847,I,0.9,0.675,0.2125,5.57067675,2.11203775,1.14815475,1.68679525,7
48848,M,1.4375,1.15,0.4125,24.5790165,13.11164375,6.2652395,7.0590255,10
48849,M,1.5125,1.175,0.35,33.0838665,13.87708025,7.27164675,11.623295,16
48850,I,1.3875,1.0625,0.3625,21.4605715,8.3631025,6.0951425,6.7755305,11
48851,I,1.2125,0.9,0.3,13.39513875,5.6415505,2.11203775,4.1673765,9
48852,F,1.6375,1.275,0.475,41.80133775,17.1514475,10.2341695,11.509897,12
48853,I,1.375,1.075,0.3375,21.659018,8.66077225,4.5642695,5.5281525,9
48854,F,1.525,1.2125,0.375,30.34813975,10.5176645,7.66853975,10.20582,10
48855,I,1.025,0.7875,0.2375,9.99319875,4.932813,2.22543575,2.83495,8
48856,I,1.2375,0.9,0.2875,14.3731965,6.8322295,2.9199985,4.252425,8
48857,F,1.2625,0.9625,0.3,16.42853525,6.67630725,3.7137845,4.9611625,9
48858,M,1.5,1.1625,0.3625,31.14192575,13.16834275,6.0951425,9.922325,10
48859,I,0.6375,0.475,0.15,2.438057,0.8788345,0.55281525,0.7087375,6
48860,I,1.0125,0.7625,0.25,10.8578585,3.9972795,2.19708625,2.9766975,7
48861,F,1.6125,1.25,0.475,41.31939625,17.519991,9.015141,11.1980525,12
48862,F,1.45,1.15,0.4125,25.3728025,11.736693,6.6054335,7.5126175,9
48863,F,1.55,1.2125,0.4125,36.117263,16.74037975,7.427569,8.50485,11
48864,F,1.25,1.05,0.3625,22.12678475,6.123492,5.953395,6.80388,13
48865,I,1.0,0.775,0.225,8.57572375,4.0539785,1.88524175,2.494756,7
48866,M,1.425,1.1625,0.425,27.5273645,11.8784405,6.95980225,7.7961125,11
48867,I,1.0,0.725,0.2875,7.92368525,3.16096925,1.63009625,2.1262125,6
48868,I,1.25,0.9375,0.4625,18.5122235,7.24329725,3.8271825,6.23689,8
48869,I,1.1,0.8375,0.3125,10.19164525,4.9611625,2.36718325,3.2601925,10
48870,M,1.55,1.2125,0.4375,29.7386255,10.78698475,6.633783,8.6465975,18
48871,F,1.5625,1.275,0.4375,36.61337925,13.87708025,7.711064,11.01378075,16
48872,F,1.6125,1.3,0.4375,38.03085425,18.2287285,8.34892775,11.41067375,9
48873,I,1.025,0.7375,0.225,8.845044,3.912231,1.8427175,2.4664065,9
48874,I,1.1125,0.8125,0.3125,10.716111,4.80524025,2.33883375,2.9766975,6
48875,M,1.575,1.1875,0.4125,32.07745925,14.401546,7.7394135,8.334753,11
48876,M,1.45,1.125,0.3625,27.68328675,12.20445975,5.556502,6.23689,10
48877,M,1.5625,1.2375,0.425,36.457457,16.612807,8.3064035,9.63883,14
48878,F,1.3,1.0,0.325,16.9246515,6.5487345,4.479221,4.819415,13
48879,M,1.5625,1.2125,0.4,30.0221205,12.6155275,7.47009325,10.20582,9
48880,I,0.7375,0.5375,0.1875,3.21766825,1.2757275,0.77961125,0.9922325,5
48881,I,1.0625,0.8125,0.25,9.42620875,3.005047,2.041164,3.01922175,8
48882,M,1.4875,1.175,0.3625,24.0687255,12.0485375,5.6699,7.654365,14
48883,M,1.45,1.0875,0.3875,29.256684,13.16834275,5.9250455,10.035723,12
48884,I,1.25,0.9625,0.35,21.64484325,9.25611175,4.53592,5.5281525,11
48885,F,1.2375,0.95,0.3125,16.85377775,7.654365,3.58621175,5.2446575,8
48886,M,1.6125,1.25,0.475,39.02308675,16.215914,8.8166945,11.509897,10
48887,M,1.575,1.2,0.475,34.8415355,11.8784405,8.43397625,11.90679,11
48888,I,0.8375,0.6375,0.1875,5.06038575,2.0128145,1.03475675,1.5592225,7
48889,I,1.3125,1.025,0.3375,18.030282,8.334753,4.0539785,4.9611625,8
48890,F,1.3,1.0375,0.4125,21.148727,8.51902475,4.309124,6.80388,17
48891,F,1.375,1.1,0.3625,24.67823975,10.9145575,4.63514325,7.37087,10
48892,M,1.1,0.875,0.3125,15.77649675,6.2652395,3.1467945,5.386405,12
48893,F,0.825,0.6375,0.2375,5.556502,2.721552,1.077281,1.63009625,7
48894,M,1.5125,1.175,0.4125,29.937072,12.757275,7.01650125,8.788345,10
48895,I,0.9375,0.725,0.225,8.32057825,3.8271825,1.77184375,2.1262125,7
48896,I,0.775,0.5625,0.225,5.34388075,1.85689225,0.8788345,1.70097,9
48897,F,1.075,0.8125,0.3125,11.509897,4.63514325,2.26796,3.84135725,10
